"Gene.stable.ID"	"location_sortable"	"GNF"	"Mabbott"	"Doig"	"Freeman2012_pig"	"SkinSig_3study"
"ENSG00000213420"	"07q22.1"	NA	NA	"HK"	NA	NA
"ENSG00000213423"	"Xq27.2"	NA	NA	NA	NA	NA
"ENSG00000213424"	"17q21.2"	NA	"Hepatocyte-related"	NA	"CNS-highest in cortex"	NA
"ENSG00000213430"	"05p14.3"	NA	NA	NA	NA	NA
"ENSG00000213434"	"04q35.1"	NA	NA	NA	NA	NA
"ENSG00000213435"	"06p21.1"	NA	NA	NA	NA	NA
"ENSG00000213439"	"03q11.2"	NA	NA	NA	NA	NA
"ENSG00000213440"	"21q22.3"	NA	NA	NA	NA	NA
"ENSG00000213442"	"12q23.3"	NA	NA	NA	NA	NA
"ENSG00000213445"	"11q13.3"	NA	NA	NA	NA	NA
"ENSG00000213448"	"04q28.3"	NA	NA	NA	NA	NA
"ENSG00000213449"	"10q23.32"	NA	NA	NA	NA	NA
"ENSG00000213450"	"03p12.3"	NA	NA	NA	NA	NA
"ENSG00000213451"	"12q13.2"	NA	NA	NA	NA	NA
"ENSG00000213452"	"03p12.3"	NA	NA	NA	NA	NA
"ENSG00000213453"	"02p23.3"	NA	NA	NA	NA	NA
"ENSG00000213462"	"07p12-q11"	NA	"High in platelets"	NA	"Testis (juvinille)"	NA
"ENSG00000213463"	"14q24.2"	NA	NA	NA	NA	NA
"ENSG00000213465"	"11q13"	"[222"	NA	NA	"Cluster0685"	NA
"ENSG00000213467"	"09q33.2"	NA	NA	NA	NA	NA
"ENSG00000213478"	"01p32.3"	NA	NA	NA	NA	NA
"ENSG00000213483"	"07q21.3"	NA	NA	NA	NA	NA
"ENSG00000213484"	"10q23.32"	NA	NA	NA	NA	NA
"ENSG00000213487"	"Xp22.33"	NA	NA	NA	NA	NA
"ENSG00000213492"	"04q26"	NA	NA	NA	NA	NA
"ENSG00000213493"	"04q26"	NA	NA	NA	NA	NA
"ENSG00000213494"	"17q12"	NA	NA	"Endothelium"	NA	NA
"ENSG00000213500"	"06p21.2"	NA	NA	NA	NA	NA
"ENSG00000213509"	"03p14.3"	NA	NA	NA	NA	NA
"ENSG00000213512"	"01p22.2"	NA	NA	NA	NA	NA
"ENSG00000213516"	"01p22.2"	NA	NA	NA	NA	NA
"ENSG00000213522"	"04q25"	NA	NA	NA	NA	NA
"ENSG00000213523"	"05q31"	NA	NA	NA	NA	NA
"ENSG00000213526"	"Xq23"	NA	NA	NA	NA	NA
"ENSG00000213530"	"07q21.11"	NA	NA	NA	NA	NA
"ENSG00000213533"	"03p21.1"	NA	NA	NA	"Alveloar macs>>other macs"	NA
"ENSG00000213536"	"06q27"	NA	NA	NA	NA	NA
"ENSG00000213538"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000213539"	"09q31.3"	NA	NA	NA	NA	NA
"ENSG00000213543"	"10q26.3"	NA	NA	NA	NA	NA
"ENSG00000213547"	"16p11.2"	NA	NA	NA	NA	NA
"ENSG00000213551"	"10q22.3"	NA	"Cell cycle (S/M phase)"	NA	"Testis>other"	NA
"ENSG00000213553"	"02p22.1"	NA	NA	NA	NA	NA
"ENSG00000213558"	"09q31.2"	NA	NA	NA	NA	NA
"ENSG00000213559"	"01p31.1"	NA	NA	NA	NA	NA
"ENSG00000213563"	"08q24"	NA	NA	NA	NA	NA
"ENSG00000213568"	"05q31.1"	NA	NA	NA	NA	NA
"ENSG00000213574"	"10q26.11"	NA	NA	NA	NA	NA
"ENSG00000213578"	"15q24.1"	NA	NA	NA	"Retina"	NA
"ENSG00000213585"	"05q31"	"General_HK_(ribosone,proteasome, etc)"	NA	NA	"General (oxidative phosphorylation)"	NA
"ENSG00000213588"	"06p21.31"	NA	NA	NA	"HK7"	NA
"ENSG00000213593"	"11q12.1"	NA	NA	NA	NA	NA
"ENSG00000213594"	"02p22.2"	NA	NA	NA	NA	NA
"ENSG00000213601"	"02q32.2"	NA	NA	NA	NA	NA
"ENSG00000213606"	"10q21.3"	NA	NA	NA	NA	NA
"ENSG00000213607"	"11p11.2"	NA	NA	NA	NA	NA
"ENSG00000213608"	"04q21.23"	NA	NA	NA	NA	NA
"ENSG00000213612"	"09q22.33"	NA	NA	NA	NA	NA
"ENSG00000213614"	"15q24.1"	"General_HK"	"Phagocyte-related: High in MDM:MDDC: Low in monocytes|Low in tissue stem cells"	NA	"Macrophage-placenta"	NA
"ENSG00000213619"	"11p11.11"	"High_in_Cardiac_muscle"	NA	NA	NA	NA
"ENSG00000213621"	"13q12.11"	NA	NA	NA	NA	NA
"ENSG00000213625"	"01p31.2"	NA	"High in platelets"	NA	"Macs-other immune"	NA
"ENSG00000213626"	"02p23.1"	NA	NA	NA	NA	NA
"ENSG00000213638"	"19p13.3"	NA	NA	NA	NA	NA
"ENSG00000213639"	"02p23"	NA	NA	NA	NA	NA
"ENSG00000213641"	"14q22.3"	NA	NA	NA	NA	NA
"ENSG00000213643"	"07q11.21"	NA	NA	NA	NA	NA
"ENSG00000213645"	"07q11.21"	NA	NA	NA	NA	NA
"ENSG00000213648"	"16p11.2"	NA	NA	NA	NA	NA
"ENSG00000213652"	"Xq23"	NA	NA	"HK"	NA	NA
"ENSG00000213653"	"Xq21.1"	NA	"[0220"	NA	NA	NA
"ENSG00000213654"	"06p21.3"	"High_in_Immune_cells_(T/B-cells,macs)"	"[0203|0371"	"T-cell"	"Blood>>macs-other immune"	NA
"ENSG00000213658"	"16q13"	"High_in_thymus/lymph_node_(T-cell)"	NA	"T-cell"	"Thymus>Blood>slpeen (T cell)"	NA
"ENSG00000213659"	"10q21.1"	NA	NA	NA	NA	NA
"ENSG00000213664"	"17q11.1"	NA	NA	NA	NA	NA
"ENSG00000213667"	"10q11.23"	NA	NA	NA	NA	NA
"ENSG00000213671"	"17p11.2"	NA	NA	NA	NA	NA
"ENSG00000213672"	"03p21"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000213673"	"07p11.2"	NA	NA	NA	NA	NA
"ENSG00000213676"	"06p21.3"	NA	"Low in LPS/IFNg-treated neutrophils:tissue stem cells"	NA	NA	NA
"ENSG00000213684"	"Xq13.3"	NA	NA	NA	NA	NA
"ENSG00000213686"	"10q11.22"	NA	NA	NA	NA	NA
"ENSG00000213689"	"03p21.31"	NA	NA	NA	NA	NA
"ENSG00000213693"	"11p11.2"	NA	NA	NA	NA	NA
"ENSG00000213694"	"09q22.1-q22.2"	NA	NA	NA	NA	NA
"ENSG00000213695"	"Xq13.2"	NA	NA	NA	NA	NA
"ENSG00000213697"	"11p11.2"	NA	NA	NA	NA	NA
"ENSG00000213699"	"02p24.1"	NA	"High in stimulated MDM"	NA	NA	NA
"ENSG00000213700"	"10q22.1"	NA	NA	NA	NA	NA
"ENSG00000213701"	"05q15"	NA	NA	NA	NA	NA
"ENSG00000213704"	"Xq21.33"	NA	NA	NA	NA	NA
"ENSG00000213707"	"22q12.1"	NA	NA	NA	NA	NA
"ENSG00000213708"	"08q23.1"	NA	NA	NA	NA	NA
"ENSG00000213711"	"09q21.33"	NA	NA	NA	NA	NA
"ENSG00000213713"	"11p13"	NA	NA	NA	NA	NA
"ENSG00000213714"	"20q13.31"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000213716"	"05q15"	NA	NA	NA	NA	NA
"ENSG00000213719"	"06p21.3"	NA	NA	NA	NA	NA
"ENSG00000213721"	"07p14.1"	NA	NA	NA	NA	NA
"ENSG00000213722"	"06p21"	"[292"	NA	NA	"Testis-adult"	NA
"ENSG00000213724"	"10p11.21"	NA	NA	NA	NA	NA
"ENSG00000213726"	"19p13"	NA	NA	NA	NA	NA
"ENSG00000213730"	"05q15"	NA	NA	NA	NA	NA
"ENSG00000213731"	"10q22.2"	NA	NA	NA	NA	NA
"ENSG00000213735"	"01p32.3"	NA	NA	NA	NA	NA
"ENSG00000213740"	"Xq13.1"	NA	NA	NA	NA	NA
"ENSG00000213741"	"14q21.3"	"General_HK_(ribosone,proteasome, etc)"	"Ribosome, eukaryotic translation"	NA	NA	NA
"ENSG00000213744"	"07p14.1"	NA	NA	NA	NA	NA
"ENSG00000213753"	"19q13.43"	NA	NA	NA	NA	NA
"ENSG00000213759"	"04q13.3"	"High_in_Liver"	"Hepatocyte-related"	NA	NA	NA
"ENSG00000213760"	"06p21.3"	"High_in_Cerebellum"	"High in some ES cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000213761"	"09q22.32"	NA	NA	NA	NA	NA
"ENSG00000213762"	"19q13.4"	NA	"High in ES/iPS cells"	"[255"	NA	NA
"ENSG00000213763"	"05q14.1"	NA	NA	NA	NA	NA
"ENSG00000213770"	"10p12.1"	NA	NA	NA	NA	NA
"ENSG00000213771"	"10p14"	NA	NA	NA	NA	NA
"ENSG00000213778"	"10p11.23"	NA	NA	NA	NA	NA
"ENSG00000213780"	"06p21.3"	NA	"[0133"	NA	"Macs-other immune"	NA
"ENSG00000213781"	"07p15.2"	NA	NA	NA	NA	NA
"ENSG00000213782"	"12p13.2"	NA	NA	NA	"Cluster0297"	NA
"ENSG00000213783"	"07p15.2"	NA	NA	NA	NA	NA
"ENSG00000213786"	"07p15.2"	NA	"[0126"	"[341"	NA	NA
"ENSG00000213787"	"07p15.2"	NA	NA	NA	NA	NA
"ENSG00000213790"	"22q13.2"	NA	NA	NA	NA	NA
"ENSG00000213793"	"19q13.41"	NA	NA	NA	NA	NA
"ENSG00000213799"	"19q13.42"	NA	NA	NA	NA	NA
"ENSG00000213801"	"19q13.41"	NA	NA	NA	NA	NA
"ENSG00000213809"	"12p13.2-p12.3"	NA	NA	NA	"Cluster1592"	NA
"ENSG00000213816"	"09p11.1"	NA	NA	NA	NA	NA
"ENSG00000213820"	"20q13.12"	NA	NA	NA	NA	NA
"ENSG00000213822"	"19q13.41"	NA	NA	NA	"Small instetine>>kidney-liver"	NA
"ENSG00000213830"	"05q13.2"	NA	NA	NA	NA	NA
"ENSG00000213842"	"03p22.3"	NA	NA	NA	NA	NA
"ENSG00000213853"	"16p13.2"	"High_in_Lung"	NA	NA	NA	NA
"ENSG00000213854"	"03p23"	NA	NA	NA	NA	NA
"ENSG00000213856"	"Xp11.23"	NA	NA	NA	NA	NA
"ENSG00000213859"	"17p13.2"	NA	NA	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
"ENSG00000213860"	"07p21.1"	NA	NA	NA	NA	NA
"ENSG00000213864"	"05q13.1"	NA	NA	NA	NA	NA
"ENSG00000213865"	"08q13.1"	NA	"Low in many"	NA	NA	NA
"ENSG00000213866"	"09p13.3"	NA	NA	NA	NA	NA
"ENSG00000213871"	"03p24.2"	NA	NA	NA	NA	NA
"ENSG00000213876"	"17p13.1"	NA	NA	NA	NA	NA
"ENSG00000213877"	"03p24.2"	NA	NA	NA	NA	NA
"ENSG00000213880"	"06p21.3"	NA	NA	NA	NA	NA
"ENSG00000213881"	"08q12.2"	NA	NA	NA	NA	NA
"ENSG00000213885"	"21q21.2"	NA	NA	NA	NA	NA
"ENSG00000213886"	"06p21.3"	NA	NA	NA	"GI tract>>gall bladder"	NA
"ENSG00000213889"	"19q13.32"	NA	"[0249"	NA	NA	NA
"ENSG00000213891"	"05q12.1"	NA	NA	NA	NA	NA
"ENSG00000213892"	"19q13.31"	NA	NA	NA	"HK1"	NA
"ENSG00000213900"	"06p22.1"	NA	NA	NA	NA	NA
"ENSG00000213901"	"02q35"	NA	"Low in many"	NA	NA	NA
"ENSG00000213903"	"14q11.2-q12"	NA	"Low in many"	"HK"	"Blood-aveloar mac"	NA
"ENSG00000213904"	"19q13.2"	NA	"High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000213906"	"14q12"	NA	NA	NA	NA	NA
"ENSG00000213908"	"19q13.2"	NA	"Low in tissue stem cells"	NA	"Liver (hepatocyte)"	NA
"ENSG00000213911"	"06p22.2-p21.32"	NA	NA	NA	NA	NA
"ENSG00000213916"	"06p21"	NA	NA	NA	NA	NA
"ENSG00000213917"	"02q34"	NA	NA	NA	NA	NA
"ENSG00000213918"	"16p13.3"	NA	"[0363"	NA	"Pancreas"	NA
"ENSG00000213920"	"14q12"	NA	NA	NA	NA	NA
"ENSG00000213921"	"19q13.2"	NA	NA	NA	NA	NA
"ENSG00000213923"	"22q13.1"	NA	NA	NA	NA	NA
"ENSG00000213924"	"Xq27.3"	NA	NA	NA	NA	NA
"ENSG00000213925"	"02q33.2"	NA	NA	NA	NA	NA
"ENSG00000213926"	"19q13.2"	NA	NA	NA	NA	NA
"ENSG00000213927"	"09p13"	NA	"Low in tissue stem cells"	NA	"Skin>>tongue"	NA
"ENSG00000213928"	"14q11.2"	"[094"	NA	"IFN"	"LPS induced (high in other tissues)"	NA
"ENSG00000213930"	"09p13"	NA	NA	NA	NA	NA
"ENSG00000213931"	"11p15.5"	NA	NA	NA	"Blood>>macs-other immune"	NA
"ENSG00000213934"	"11p15.5"	"[226"	"High in erythroblasts:BM"	NA	NA	NA
"ENSG00000213937"	"16p13.3"	NA	"Low in tissue stem cells"	NA	"Cluster1327"	NA
"ENSG00000213938"	"02q33.1"	NA	NA	NA	NA	NA
"ENSG00000213943"	"03p25.1"	NA	NA	NA	NA	NA
"ENSG00000213946"	"02q23.2"	NA	NA	NA	NA	NA
"ENSG00000213949"	"05q11.1"	"[084"	NA	NA	"Cluster0379"	NA
"ENSG00000213950"	"20p12"	"General_HK_(ribosone,proteasome, etc)"	"[0220"	"[207"	NA	NA
"ENSG00000213958"	"02q31.3"	NA	NA	NA	NA	NA
"ENSG00000213962"	"02q31.2"	NA	NA	NA	NA	NA
"ENSG00000213964"	"03p25.3"	NA	NA	NA	NA	NA
"ENSG00000213965"	"19q13.11"	NA	NA	NA	NA	NA
"ENSG00000213967"	"19p12"	NA	NA	NA	NA	NA
"ENSG00000213973"	"19p12"	NA	NA	NA	NA	NA
"ENSG00000213977"	"17p13"	NA	NA	NA	"Cluster0313"	NA
"ENSG00000213979"	"20q11.2"	NA	NA	NA	NA	NA
"ENSG00000213983"	"14q11.2"	NA	NA	NA	NA	NA
"ENSG00000213988"	"19p12"	NA	"[0308"	NA	NA	NA
"ENSG00000213996"	"19p13.11"	NA	NA	NA	"Small instetine>>kidney-liver"	NA
"ENSG00000213997"	"Xp11.23"	NA	NA	NA	NA	NA
"ENSG00000213999"	"19p13.11"	NA	NA	NA	NA	NA
"ENSG00000214003"	"07q36.1"	NA	NA	NA	NA	NA
"ENSG00000214009"	"Xp11.3"	NA	NA	NA	NA	NA
"ENSG00000214012"	"06p22.3"	NA	NA	NA	NA	NA
"ENSG00000214013"	"15q15.2"	NA	NA	NA	"Cluster1759"	NA
"ENSG00000214018"	"Xp11"	NA	NA	NA	NA	NA
"ENSG00000214020"	"09p21.1"	NA	NA	NA	NA	NA
"ENSG00000214021"	"03p25.3"	NA	NA	NA	NA	NA
"ENSG00000214022"	"07q36.1"	NA	NA	"[154"	NA	NA
"ENSG00000214025"	"02q23.3"	NA	NA	NA	NA	NA
"ENSG00000214026"	"11p15.5"	"General_Higher_in_Liver(others)"	NA	NA	"General but not even"	NA
"ENSG00000214027"	"06p22.3"	NA	NA	NA	NA	NA
"ENSG00000214029"	"12q24.33"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000214041"	"03p25.3"	NA	NA	NA	NA	NA
"ENSG00000214042"	"09p22"	NA	NA	NA	NA	NA
"ENSG00000214046"	"19p13.11"	NA	NA	NA	NA	NA
"ENSG00000214047"	"Xp11.4"	NA	NA	NA	NA	NA
"ENSG00000214049"	"19p13.12"	NA	NA	NA	NA	NA
"ENSG00000214050"	"08p21.1"	"[327"	"High in plasma B cells: B cells"	"[113"	"Thymus>Blood>slpeen (T cell)"	NA
"ENSG00000214051"	"13q32.3"	NA	NA	NA	NA	NA
"ENSG00000214063"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000214064"	"02q22.3"	NA	NA	NA	NA	NA
"ENSG00000214073"	"03p26.3"	NA	NA	NA	NA	NA
"ENSG00000214074"	"03p26.3"	NA	NA	NA	NA	NA
"ENSG00000214076"	"22q12.2"	NA	NA	NA	NA	NA
"ENSG00000214077"	"02q21.1"	NA	NA	NA	NA	NA
"ENSG00000214078"	"20q11.22"	NA	NA	"[481"	"CNS-highest in cortex"	NA
"ENSG00000214081"	"02q21.1"	NA	NA	NA	NA	NA
"ENSG00000214087"	"17q25.3"	NA	NA	NA	NA	NA
"ENSG00000214097"	"03q29"	NA	NA	NA	NA	NA
"ENSG00000214102"	"07q32"	NA	NA	NA	"Cluster0736"	NA
"ENSG00000214106"	"07q36.2"	NA	NA	NA	NA	NA
"ENSG00000214107"	"Xp21.3"	NA	NA	NA	NA	NA
"ENSG00000214110"	"09p22.3"	NA	NA	NA	NA	NA
"ENSG00000214113"	"06p25.1"	NA	"High in many"	NA	NA	NA
"ENSG00000214114"	"01p33-p32.2"	NA	NA	NA	NA	NA
"ENSG00000214124"	"Xp22.11"	NA	NA	NA	NA	NA
"ENSG00000214128"	"07q34"	NA	NA	NA	"Kidney cortex>medulla-liver"	"Ductal epithelium (sweat gland, eccrine)"
"ENSG00000214140"	"17q25.1"	NA	"High in neurones"	NA	NA	NA
"ENSG00000214141"	"01p34.3"	NA	NA	NA	NA	NA
"ENSG00000214145"	"03q29"	NA	NA	NA	NA	NA
"ENSG00000214160"	"03q27.3"	NA	NA	"[443"	"Macs-other immune"	NA
"ENSG00000214161"	"22q12.2"	NA	NA	NA	NA	NA
"ENSG00000214174"	"17q24.1"	NA	NA	NA	NA	NA
"ENSG00000214178"	"13q31.3"	NA	NA	NA	NA	NA
"ENSG00000214181"	"13q31.1"	NA	NA	NA	NA	NA
"ENSG00000214182"	"13q13.1"	NA	NA	NA	NA	NA
"ENSG00000214185"	"20q11.21"	NA	NA	NA	NA	NA
"ENSG00000214188"	"07q31.2"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000214189"	"19p13.2"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000214192"	"03q26.31"	NA	NA	NA	NA	NA
"ENSG00000214193"	"01p34.3"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000214194"	"07q31.1"	NA	NA	NA	NA	NA
"ENSG00000214195"	"09p24.1"	NA	NA	NA	NA	NA
"ENSG00000214199"	"02q12.2"	NA	NA	NA	NA	NA
"ENSG00000214200"	"20q11.22"	NA	NA	NA	NA	NA
"ENSG00000214203"	"12q23.1"	NA	NA	NA	NA	NA
"ENSG00000214204"	"01p13.1"	NA	NA	NA	NA	NA
"ENSG00000214207"	"Yp11.2"	NA	NA	NA	NA	NA
"ENSG00000214211"	"02q24.3"	NA	NA	NA	NA	NA
"ENSG00000214212"	"19p13.2"	NA	NA	NA	NA	NA
"ENSG00000214215"	"12q22"	NA	NA	NA	NA	NA
"ENSG00000214216"	"03q25.32"	NA	NA	NA	NA	NA
"ENSG00000214222"	"13q14.11"	NA	NA	NA	NA	NA
"ENSG00000214223"	"19p13.2"	NA	NA	NA	NA	NA
"ENSG00000214226"	"17q23.2"	NA	NA	NA	NA	NA
"ENSG00000214237"	"03q25.1"	NA	NA	NA	NA	NA
"ENSG00000214244"	"05q12.1"	NA	NA	NA	NA	NA
"ENSG00000214249"	"13q22.2"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000214252"	"07q22.1"	NA	NA	NA	NA	NA
"ENSG00000214253"	"07q22.1"	NA	NA	NA	NA	NA
"ENSG00000214255"	"18q22.2"	NA	NA	NA	NA	NA
"ENSG00000214263"	"13q21.32"	NA	NA	NA	NA	NA
"ENSG00000214266"	"13q21.32"	NA	NA	NA	NA	NA
"ENSG00000214268"	"08p23"	NA	NA	NA	NA	NA
"ENSG00000214269"	"13q21.2"	NA	NA	NA	NA	NA
"ENSG00000214273"	"04q35.2"	NA	NA	NA	NA	NA
"ENSG00000214274"	"14q11.1-q11.2"	"High_in_Liver"	"Hepatocyte-related"	NA	"Liver (hepatocyte)"	NA
"ENSG00000214281"	"13q21.1"	NA	NA	NA	NA	NA
"ENSG00000214282"	"Xp11.3"	NA	NA	NA	NA	NA
"ENSG00000214285"	"10q26.2"	NA	NA	NA	NA	NA
"ENSG00000214286"	"03p24.3"	NA	NA	NA	NA	NA
"ENSG00000214288"	"03q22.2"	NA	NA	NA	NA	NA
"ENSG00000214289"	"03q22.1"	NA	NA	NA	NA	NA
"ENSG00000214290"	"11q23.1"	NA	"High in bronchial epithelium"	NA	NA	NA
"ENSG00000214295"	"05q35.3"	NA	NA	NA	NA	NA
"ENSG00000214297"	"10q26.13"	NA	NA	NA	NA	NA
"ENSG00000214298"	"10q26.13"	NA	NA	NA	NA	NA
"ENSG00000214300"	"07q22.1"	NA	NA	NA	NA	NA
"ENSG00000214309"	"07q22"	NA	NA	NA	NA	NA
"ENSG00000214313"	"07q22.1"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000214318"	"18q21.33"	NA	NA	NA	NA	NA
"ENSG00000214319"	"21q11.2"	NA	NA	NA	NA	NA
"ENSG00000214321"	"Xp22.13"	NA	NA	NA	NA	NA
"ENSG00000214322"	"Xp22.13"	NA	NA	NA	NA	NA
"ENSG00000214324"	"03q21.3"	NA	"Oocyte-related"	NA	NA	NA
"ENSG00000214326"	"21q22.3"	NA	NA	NA	NA	NA
"ENSG00000214329"	"02p11.1"	NA	NA	NA	NA	NA
"ENSG00000214330"	"02p11.1"	NA	NA	NA	NA	NA
"ENSG00000214335"	"13q21.1"	NA	NA	NA	NA	NA
"ENSG00000214336"	"02p11.2"	NA	NA	NA	NA	NA
"ENSG00000214338"	"06q22.33"	NA	NA	NA	NA	NA
"ENSG00000214342"	"07q21.3"	NA	NA	NA	NA	NA
"ENSG00000214344"	"15q26.3"	NA	NA	NA	NA	NA
"ENSG00000214351"	"05q35.3"	NA	NA	NA	NA	NA
"ENSG00000214353"	"16q22.2"	NA	NA	NA	NA	NA
"ENSG00000214357"	"05q35.1"	NA	NA	NA	NA	NA
"ENSG00000214359"	"13q14.2"	NA	NA	NA	NA	NA
"ENSG00000214360"	"05q35.1"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000214367"	"04p16.3"	NA	"[0148"	NA	"Cluster0089"	NA
"ENSG00000214374"	"06p22.1"	NA	NA	NA	NA	NA
"ENSG00000214376"	"11q21"	NA	NA	NA	NA	NA
"ENSG00000214381"	"03q13.13"	NA	NA	NA	NA	NA
"ENSG00000214389"	"07q21.3"	NA	NA	NA	NA	NA
"ENSG00000214401"	"17q21.31"	NA	NA	NA	NA	NA
"ENSG00000214402"	"09q34.3"	NA	NA	NA	"Vas deferens-rectum (one of each only) "	NA
"ENSG00000214413"	"10q25.3"	NA	"Low in LPS/IFNg-treated neutrophils"	"[236"	NA	NA
"ENSG00000214414"	"11q14.3"	NA	NA	NA	NA	NA
"ENSG00000214415"	"07q21.11"	NA	NA	NA	NA	NA
"ENSG00000214417"	"09q22.33"	NA	NA	NA	NA	NA
"ENSG00000214424"	"15q26.2"	NA	NA	NA	NA	NA
"ENSG00000214425"	"17q21.31"	NA	NA	NA	NA	NA
"ENSG00000214428"	"06q16.3"	NA	NA	NA	NA	NA
"ENSG00000214435"	"10q24.33"	NA	NA	NA	"Cluster0385"	NA
"ENSG00000214439"	"07q11.23"	NA	NA	NA	NA	NA
"ENSG00000214447"	"17q21.31"	NA	NA	NA	NA	NA
"ENSG00000214455"	"13q14.13"	NA	NA	NA	NA	NA
"ENSG00000214456"	"19p13.3"	NA	NA	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000214457"	"06q14.3"	NA	NA	NA	NA	NA
"ENSG00000214465"	"02p23.3"	NA	NA	NA	NA	NA
"ENSG00000214487"	"12p13"	NA	NA	NA	NA	NA
"ENSG00000214491"	"22q12.2"	NA	NA	NA	NA	NA
"ENSG00000214510"	"05q32"	NA	"Spermatocyte-related"	NA	"Cluster0867"	NA
"ENSG00000214511"	"12q13.12"	NA	NA	NA	NA	NA
"ENSG00000214513"	"02p13.2"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000214514"	"17q21.2"	NA	NA	NA	NA	NA
"ENSG00000214517"	"11q13.4"	NA	NA	NA	NA	NA
"ENSG00000214518"	"17q21.2"	NA	NA	NA	NA	"Hair follicle"
"ENSG00000214530"	"11q13"	NA	NA	NA	NA	NA
"ENSG00000214533"	"02p14"	NA	NA	NA	NA	NA
"ENSG00000214534"	"11q13.4"	NA	NA	NA	NA	NA
"ENSG00000214535"	"20p11.23"	NA	NA	NA	NA	NA
"ENSG00000214541"	"20q13.31"	NA	NA	"[315"	NA	NA
"ENSG00000214544"	"07q11.23"	NA	NA	NA	NA	NA
"ENSG00000214548"	"14q32.2"	"[308"	"High in brochial smooth muscle cells"	NA	"HK1"	NA
"ENSG00000214549"	"10q23.32"	NA	NA	NA	NA	NA
"ENSG00000214552"	"03p14.1"	NA	NA	NA	NA	NA
"ENSG00000214553"	"17q12"	NA	NA	NA	NA	NA
"ENSG00000214556"	"17q12"	NA	NA	NA	NA	NA
"ENSG00000214560"	"03p14.1"	NA	NA	NA	NA	NA
"ENSG00000214561"	"06p11.2"	NA	NA	NA	NA	NA
"ENSG00000214562"	"10q23.31"	NA	NA	NA	NA	NA
"ENSG00000214563"	"06p21.3"	NA	NA	NA	NA	NA
"ENSG00000214566"	"06q11.1"	NA	NA	NA	NA	NA
"ENSG00000214575"	"15q25.1"	NA	"Oocyte-related"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000214578"	"17q21.31"	NA	NA	NA	NA	NA
"ENSG00000214584"	"10q22.3"	NA	NA	NA	NA	NA
"ENSG00000214595"	"02p16.1"	NA	"High in plasma B cells: B cells"	NA	NA	NA
"ENSG00000214597"	"08q24.3"	NA	NA	NA	NA	NA
"ENSG00000214602"	"02p16.3"	NA	NA	NA	NA	NA
"ENSG00000214604"	"06p12.1"	NA	NA	NA	NA	NA
"ENSG00000214607"	"08p22"	NA	NA	NA	NA	NA
"ENSG00000214612"	"20p11.23"	NA	NA	NA	NA	NA
"ENSG00000214617"	"16p11.2"	NA	NA	NA	NA	NA
"ENSG00000214626"	"10q22.2"	NA	NA	NA	NA	NA
"ENSG00000214629"	"10q22.2"	NA	NA	NA	NA	NA
"ENSG00000214642"	"06p12.3"	NA	NA	NA	NA	NA
"ENSG00000214643"	"06p12.3"	NA	NA	NA	NA	NA
"ENSG00000214653"	"Xq27.1"	NA	NA	NA	NA	NA
"ENSG00000214655"	"10q22.3"	NA	"Low in many|High in LPS/IFNg-treated neutrophils"	"HK"	NA	NA
"ENSG00000214659"	"11q13.1"	NA	NA	NA	NA	NA
"ENSG00000214660"	"07q11.21"	NA	NA	NA	NA	NA
"ENSG00000214668"	"07p11.2"	NA	NA	NA	NA	NA
"ENSG00000214671"	"04q32.3-q33"	NA	NA	NA	NA	NA
"ENSG00000214676"	"04q32.3"	NA	NA	NA	NA	NA
"ENSG00000214681"	"03p21.1"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000214686"	"03p21.1"	NA	"Spermatocyte-related"	"[055"	NA	NA
"ENSG00000214688"	"10q22.1"	NA	NA	NA	"HK3"	NA
"ENSG00000214694"	"02p22.1"	NA	NA	NA	"Cerebellum>>other CNS"	NA
"ENSG00000214695"	"10q22.3"	NA	NA	NA	NA	NA
"ENSG00000214700"	"12p11.23"	NA	NA	NA	NA	NA
"ENSG00000214706"	"03p21.3"	"General_Higher_in_Liver(others)"	NA	NA	NA	NA
"ENSG00000214711"	"02p23.1-p21"	NA	"High in epithelium"	NA	NA	NA
"ENSG00000214717"	"Xp22.33 and Yp11"	NA	NA	NA	NA	NA
"ENSG00000214720"	"Xq22.3"	NA	NA	NA	NA	NA
